"","GHC-017_output_filtered.bam","JHC-001_output_filtered.bam"
"PVP01_0729600",49,196
"PVP01_0833300",0,0
"PVP01_1146100",7,53
"PVP01_1465800",179,933
"PVP01_1325700",104,518
"PVP01_0002770",0,0
"PVP01_0907800",2,28
"PVP01_0935200",42,114
"PVP01_0306300",19,82
"PVP01_0510700",12,52
"PVP01_0525500",290,1170
"PVP01_0101300",392,1602
"PVP01_0406700",1,6
"PVP01_1329400",2,13
"PVP01_1035300",0,0
"PVP01_0005410",0,0
"PVP01_0009040",0,0
"PVP01_1122000",1,7
"PVP01_0942300",4,28
"PVP01_0121100",0,0
"PVP01_0624200",8,29
"PVP01_1343200",16,77
"PVP01_0910300",0,0
"PVP01_0306900",34,171
"PVP01_0838400",23,106
"PVP01_0708800",23,83
"PVP01_0405900",37,238
"PVP01_0005160",0,0
"PVP01_1307900",124,702
"PVP01_1304700",35,225
"PVP01_1134700",9,98
"PVP01_1242200",41,201
"PVP01_1142100",7,33
"PVP01_0619100",2,38
"PVP01_1316300",24,121
"PVP01_0602500",9,33
"PVP01_0703500",236,957
"PVP01_0002310",0,0
"PVP01_1269400",39,166
"PVP01_0937700",1,3
"PVP01_0005100",0,0
"PVP01_0221200",0,0
"PVP01_0005900",0,0
"PVP01_0004860",0,0
"PVP01_0414100",0,28
"PVP01_0009770",0,0
"PVP01_0007960",0,0
"PVP01_1030900",14,85
"PVP01_1147100",7,152
"PVP01_1014600",44,174
"PVP01_0737200",0,0
"PVP01_0315800",6,8
"PVP01_0209400",10,33
"PVP01_1245400",32,147
"PVP01_1464400",34,145
"PVP01_0621900",6,27
"PVP01_0118600",0,0
"PVP01_0923300",13,50
"PVP01_1435300",62,335
"PVP01_0001030",0,0
"PVP01_1111400",205,723
"PVP01_MIT01900",0,0
"PVP01_1412400",11,72
"PVP01_1249700",9,36
"PVP01_0121200",0,0
"PVP01_0803500",116,685
"PVP01_0623200",2,7
"PVP01_0003820",0,0
"PVP01_0922100",43,188
"PVP01_1456400",34,135
"PVP01_0009370",0,0
"PVP01_1212900",26,180
"PVP01_1311800",36,193
"PVP01_1338900",41,225
"PVP01_1211500",157,572
"PVP01_1108000",16,55
"PVP01_1234100",16,60
"PVP01_0915300",0,10
"PVP01_0301200",42,215
"PVP01_1472900",0,0
"PVP01_0817800",60,300
"PVP01_0729000",155,726
"PVP01_0006680",0,0
"PVP01_0816200",42,169
"PVP01_1310000",13,57
"PVP01_0203500",8,66
"PVP01_1340300",537,3251
"PVP01_0602800",14,52
"PVP01_0711600",21,63
"PVP01_0000590",0,0
"PVP01_0001180",0,0
"PVP01_0715700",18,129
"PVP01_1433200",17,75
"PVP01_0215400",28,189
"PVP01_0007660",0,0
"PVP01_1269300",196,745
"PVP01_0005700",0,0
"PVP01_1426300",12,88
"PVP01_1031000",40,244
"PVP01_1244900",26,159
"PVP01_0005810",0,0
"PVP01_0209700",13,35
"PVP01_1218200",6,41
"PVP01_0524400",16,226
"PVP01_1419300",57,250
"PVP01_0009060",0,0
"PVP01_0918100",4,12
"PVP01_0005340",0,0
"PVP01_0812500",61,284
"PVP01_0522000",13,85
"PVP01_1236300",11,28
"PVP01_1445300",14,46
"PVP01_0701600",36,119
"PVP01_0610000",5,61
"PVP01_0010250",0,0
"PVP01_1416400",47,259
"PVP01_0517900",40,213
"PVP01_1108100",13,25
"PVP01_0928700",327,1784
"PVP01_0950200",0,0
"PVP01_0424200",0,0
"PVP01_0007460",0,0
"PVP01_1130700",125,695
"PVP01_0006620",0,0
"PVP01_1126100",81,376
"PVP01_1133800",6,44
"PVP01_0926600",1,13
"PVP01_0105700",647,4065
"PVP01_1318900",3,16
"PVP01_0719400",19,94
"PVP01_1226100",2,8
"PVP01_0818100",9,73
"PVP01_1323200",1,3
"PVP01_0510000",37,118
"PVP01_0520200",14,117
"PVP01_0707300",122,385
"PVP01_1455700",82,371
"PVP01_0523200",14,47
"PVP01_1202400",142,1023
"PVP01_1106600",37,100
"PVP01_0611100",106,350
"PVP01_1228600",4,26
"PVP01_MIT02600",0,17
"PVP01_0006170",0,0
"PVP01_0001400",0,0
"PVP01_1324600",0,3
"PVP01_1017500",1,46
"PVP01_1464200",5,16
"PVP01_1132500",29,98
"PVP01_1401400",225,2011
"PVP01_0120200",0,0
"PVP01_0919900",66,342
"PVP01_1013100",59,324
"PVP01_0010530",0,0
"PVP01_0411100",18,77
"PVP01_0002160",0,0
"PVP01_1112000",414,2187
"PVP01_0944400",0,0
"PVP01_0007630",0,0
"PVP01_1210400",8,10
"PVP01_1107300",141,1691
"PVP01_1001700",5,25
"PVP01_0004680",0,0
"PVP01_1235900",10,64
"PVP01_0010080",0,0
"PVP01_0009210",0,0
"PVP01_1014200",140,642
"PVP01_0835800",6,6
"PVP01_0619400",27,171
"PVP01_1149400",0,0
"PVP01_0303600",60,230
"PVP01_1331100",120,480
"PVP01_1249000",317,1748
"PVP01_1230300",241,1330
"PVP01_0618200",35,280
"PVP01_1213700",1,3
"PVP01_1229300",6,11
"PVP01_0823800",58,259
"PVP01_0611500",177,600
"PVP01_1115000",82,292
"PVP01_0009590",0,0
"PVP01_0515900",10,47
"PVP01_0521300",3,5
"PVP01_0310400",24,110
"PVP01_0423100",0,0
"PVP01_0407400",29,192
"PVP01_0004140",0,0
"PVP01_1105000",33,260
"PVP01_0009760",0,0
"PVP01_1306800",2,7
"PVP01_0719700",99,605
"PVP01_1327900",18,92
"PVP01_1323500",18,129
"PVP01_1318300",31,130
"PVP01_0000080",0,0
"PVP01_0723300",15,130
"PVP01_0409700",7,20
"PVP01_0516700",12,33
"PVP01_0006180",0,0
"PVP01_0008150",0,0
"PVP01_1469800",321,3178
"PVP01_0601500",33,208
"PVP01_1430500",59,105
"PVP01_0009080",0,0
"PVP01_0000500",0,0
"PVP01_0512300",7,17
"PVP01_0106100",121,575
"PVP01_1100200",1,6
"PVP01_1001800",16,104
"PVP01_1109500",4,32
"PVP01_1108500",16,73
"PVP01_0004320",0,0
"PVP01_1215200",27,153
"PVP01_0320500",1313,14239
"PVP01_0104600",114,642
"PVP01_0623400",208,749
"PVP01_1317600",35,109
"PVP01_0608900",9,56
"PVP01_0009390",0,0
"PVP01_0320800",26,111
"PVP01_0007070",0,0
"PVP01_0925500",40,146
"PVP01_0101200",4,31
"PVP01_0612000",9,59
"PVP01_0000650",0,0
"PVP01_1428700",242,1270
"PVP01_1273900",0,0
"PVP01_0005420",0,0
"PVP01_1421800",23,131
"PVP01_1346000",93,486
"PVP01_0003850",0,0
"PVP01_0939200",17,101
"PVP01_0702300",33,126
"PVP01_1468500",9,26
"PVP01_1235000",89,564
"PVP01_1411000",5,18
"PVP01_1407700",28,131
"PVP01_1147400",0,0
"PVP01_0415200",89,387
"PVP01_1316500",0,4
"PVP01_0706600",3,20
"PVP01_0106500",58,236
"PVP01_1300500",13,75
"PVP01_0002000",0,0
"PVP01_0619500",63,352
"PVP01_1143600",9,66
"PVP01_1315500",52,265
"PVP01_1309300",18,70
"PVP01_0011000",0,0
"PVP01_0938900",142,415
"PVP01_0512700",30,127
"PVP01_0100400",9,29
"PVP01_0011030",0,0
"PVP01_1132300",21,110
"PVP01_1345000",15,42
"PVP01_0005990",0,0
"PVP01_1027600",5,42
"PVP01_0319900",13,52
"PVP01_0007880",0,0
"PVP01_0005730",0,0
"PVP01_1033300",0,120
"PVP01_1008900",6,41
"PVP01_0531500",11,42
"PVP01_0513800",9,63
"PVP01_0510600",7,42
"PVP01_0000520",0,0
"PVP01_1263200",10,23
"PVP01_0913500",20,53
"PVP01_0814200",122,631
"PVP01_0606000",75,362
"PVP01_0906300",19,116
"PVP01_1011100",27,136
"PVP01_0732800",110,581
"PVP01_1455500",43,151
"PVP01_0403800",50,220
"PVP01_0912200",15,72
"PVP01_1273800",0,0
"PVP01_0010780",0,0
"PVP01_0837200",33,160
"PVP01_1028000",9,36
"PVP01_0833700",5,18
"PVP01_1110800",30,159
"PVP01_0117300",4,22
"PVP01_1120700",7,39
"PVP01_1101300",79,332
"PVP01_0815600",39,194
"PVP01_1026800",7,15
"PVP01_0408700",69,250
"PVP01_0002760",0,0
"PVP01_0511500",10,27
"PVP01_0524300",3,26
"PVP01_1302700",298,3135
"PVP01_0001950",0,0
"PVP01_0406000",3,5
"PVP01_0100600",4,3
"PVP01_0612700",65,248
"PVP01_1325300",8,106
"PVP01_1114200",40,204
"PVP01_0220600",0,0
"PVP01_1457200",22,51
"PVP01_1450400",7,37
"PVP01_0009650",0,0
"PVP01_1309400",162,1139
"PVP01_1255900",61,151
"PVP01_0533000",0,0
"PVP01_0104300",395,1871
"PVP01_1257000",2,13
"PVP01_1021400",6,32
"PVP01_0946500",0,0
"PVP01_1435400",3,34
"PVP01_0117700",69,65
"PVP01_1102300",6,13
"PVP01_0837400",26,87
"PVP01_0419800",53,395
"PVP01_0806400",10,29
"PVP01_1112400",43,299
"PVP01_1464800",28,141
"PVP01_1453700",2,10
"PVP01_0526400",14,74
"PVP01_1125600",1,4
"PVP01_0829500",0,1
"PVP01_1469500",256,1355
"PVP01_0507500",13,95
"PVP01_0803800",23,139
"PVP01_0006610",0,0
"PVP01_1139900",168,608
"PVP01_1442900",64,304
"PVP01_0007570",0,0
"PVP01_0004390",0,0
"PVP01_1434100",1,5
"PVP01_1426800",93,615
"PVP01_0909200",22,135
"PVP01_0003140",0,0
"PVP01_1459900",56,252
"PVP01_0405400",100,453
"PVP01_0729300",9,20
"PVP01_0532500",0,0
"PVP01_0201600",93,1048
"PVP01_0003500",0,0
"PVP01_1130200",392,2859
"PVP01_1127300",21,144
"PVP01_1008300",681,3076
"PVP01_0010700",0,0
"PVP01_1030300",90,365
"PVP01_0938200",68,299
"PVP01_1126000",22,160
"PVP01_1321200",58,355
"PVP01_1340500",15,22
"PVP01_1262400",1,1
"PVP01_1223200",42,243
"PVP01_1248200",25,75
"PVP01_0937400",5,26
"PVP01_0119500",0,0
"PVP01_0519900",7,15
"PVP01_0009800",0,0
"PVP01_0721400",1,29
"PVP01_1000400",21,110
"PVP01_0000580",0,0
"PVP01_1219200",14,52
"PVP01_1241700",96,405
"PVP01_0003390",0,0
"PVP01_1218900",7,160
"PVP01_0113200",3,13
"PVP01_1425400",11,16
"PVP01_0004780",0,0
"PVP01_0508600",4,6
"PVP01_1235400",14,60
"PVP01_0926900",19,127
"PVP01_1415900",103,588
"PVP01_1344700",0,4
"PVP01_1314700",10,55
"PVP01_0911300",11,66
"PVP01_0409400",48,315
"PVP01_1016600",70,320
"PVP01_1319900",15,80
"PVP01_0310300",118,409
"PVP01_0703300",124,482
"PVP01_1233800",18,137
"PVP01_0920100",16,90
"PVP01_0514900",28,190
"PVP01_API00700",0,0
"PVP01_1307600",132,499
"PVP01_0825400",3,11
"PVP01_1335800",137,913
"PVP01_0929600",14,9
"PVP01_0707100",100,432
"PVP01_0300800",23,77
"PVP01_0728200",35,107
"PVP01_1246200",18,153
"PVP01_0516100",27,141
"PVP01_0006640",0,0
"PVP01_0010260",0,0
"PVP01_1469300",1,2
"PVP01_API00600",0,0
"PVP01_1274900",0,0
"PVP01_1323000",1,13
"PVP01_0008390",0,0
"PVP01_1261900",8,16
"PVP01_1232100",26,106
"PVP01_0002040",0,0
"PVP01_0838200",6,23
"PVP01_1010300",3,11
"PVP01_0009830",0,0
"PVP01_1468700",33,143
"PVP01_0008060",0,0
"PVP01_0707700",48,214
"PVP01_1440100",119,485
"PVP01_0937100",153,675
"PVP01_1335400",6,19
"PVP01_1418800",13,47
"PVP01_1225200",9,53
"PVP01_1323900",47,204
"PVP01_1340200",24,62
"PVP01_0006910",0,0
"PVP01_1333100",38,118
"PVP01_0622600",1,10
"PVP01_0010060",0,0
"PVP01_0006990",0,0
"PVP01_0939000",74,235
"PVP01_MIT00700",0,1
"PVP01_0114200",152,1004
"PVP01_0102100",6,9
"PVP01_0912700",6,16
"PVP01_0316700",130,660
"PVP01_0002030",0,0
"PVP01_0008560",0,0
"PVP01_0941500",9,31
"PVP01_0518900",4,16
"PVP01_0109600",112,707
"PVP01_API05300",0,0
"PVP01_0008210",0,0
"PVP01_0930600",45,194
"PVP01_0520400",7,57
"PVP01_1434700",40,140
"PVP01_1016000",42,120
"PVP01_0209900",544,2657
"PVP01_0818300",35,155
"PVP01_0413900",55,173
"PVP01_0836200",1,27
"PVP01_1019500",1,6
"PVP01_1255800",78,224
"PVP01_1121400",1418,7016
"PVP01_0113800",116,470
"PVP01_1227400",1,13
"PVP01_0010170",0,0
"PVP01_0822300",0,6
"PVP01_1255100",61,216
"PVP01_0118400",0,0
"PVP01_1458400",14,39
"PVP01_1017100",13,74
"PVP01_0406300",190,1109
"PVP01_0205800",24,75
"PVP01_1261200",119,686
"PVP01_0809700",9,13
"PVP01_0307300",5,9
"PVP01_1012800",55,229
"PVP01_1206000",32,220
"PVP01_1111900",0,9
"PVP01_1444200",11,60
"PVP01_0531800",19,116
"PVP01_0006930",0,0
"PVP01_0902500",20,82
"PVP01_0319500",233621,1366287
"PVP01_0005380",0,0
"PVP01_0418400",23,69
"PVP01_1251500",41,234
"PVP01_1431200",372,1578
"PVP01_1438000",35,188
"PVP01_0824900",70,300
"PVP01_1031600",131,760
"PVP01_1009800",165,670
"PVP01_0517200",25,95
"PVP01_1465900",15,58
"PVP01_0003490",0,0
"PVP01_0007090",0,0
"PVP01_0532100",11,16
"PVP01_0003360",0,0
"PVP01_1461700",55,230
"PVP01_0001120",0,0
"PVP01_1123100",16,82
"PVP01_1464700",12,26
"PVP01_0005970",0,0
"PVP01_0000230",0,0
"PVP01_0221500",0,0
"PVP01_0000710",0,0
"PVP01_1310100",84,460
"PVP01_1142600",3,7
"PVP01_0907300",24,122
"PVP01_1334000",37,105
"PVP01_1231000",4,22
"PVP01_0007000",0,0
"PVP01_0007250",0,0
"PVP01_0116800",72,757
"PVP01_1331800",0,4
"PVP01_0220500",0,0
"PVP01_0945000",0,0
"PVP01_0108500",33,202
"PVP01_0010960",0,0
"PVP01_1441800",33,291
"PVP01_1461300",94,285
"PVP01_1438300",4,13
"PVP01_1212300",134,1076
"PVP01_0943700",0,0
"PVP01_0010590",0,0
"PVP01_1244100",46,154
"PVP01_0709000",68,402
"PVP01_0010690",0,0
"PVP01_1455000",33,157
"PVP01_0803600",26,116
"PVP01_0825500",2,7
"PVP01_API03000",0,0
"PVP01_1225300",3,34
"PVP01_1240400",87,708
"PVP01_0502000",5,20
"PVP01_1311100",87,291
"PVP01_1026900",32,151
"PVP01_0005660",0,0
"PVP01_0001130",0,0
"PVP01_0006940",0,0
"PVP01_0519300",38,177
"PVP01_1410600",8,20
"PVP01_0206300",55,262
"PVP01_0317600",1635,11331
"PVP01_1202500",45,254
"PVP01_0008910",0,0
"PVP01_0737900",0,0
"PVP01_0942500",4,27
"PVP01_0530600",71,630
"PVP01_1403100",13,52
"PVP01_0727000",0,3
"PVP01_0501800",8,16
"PVP01_0920300",58,307
"PVP01_0006230",0,0
"PVP01_1115600",22,84
"PVP01_0904000",2,5
"PVP01_0005020",0,0
"PVP01_1220000",7,26
"PVP01_1446700",6,33
"PVP01_1239700",89,520
"PVP01_0312900",18,84
"PVP01_0732900",0,1
"PVP01_1147200",0,0
"PVP01_1020400",74,552
"PVP01_1121600",34,133
"PVP01_0726600",4,35
"PVP01_1426900",20,40
"PVP01_0934100",3,30
"PVP01_0619300",2,12
"PVP01_1408100",35,130
"PVP01_0213200",55,332
"PVP01_0905000",134,612
"PVP01_1415300",0,12
"PVP01_0203000",46,235
"PVP01_0725400",4,16
"PVP01_0717900",24,166
"PVP01_0004830",0,0
"PVP01_0731600",2,9
"PVP01_0318700",6,36
"PVP01_1131200",28,191
"PVP01_0001730",0,0
"PVP01_1423500",23,117
"PVP01_0818800",40,271
"PVP01_0729900",21,96
"PVP01_1110500",160,608
"PVP01_0006010",0,0
"PVP01_0504800",3,7
"PVP01_0530100",57,333
"PVP01_0837900",53,349
"PVP01_0008240",0,0
"PVP01_0000470",0,0
"PVP01_1320000",87,450
"PVP01_1018200",0,14
"PVP01_0307900",15,43
"PVP01_0418100",4,20
"PVP01_0100500",8,48
"PVP01_0528600",10,21
"PVP01_1321000",8,40
"PVP01_1200300",0,0
"PVP01_0815000",106,369
"PVP01_0002820",0,0
"PVP01_0813700",159,454
"PVP01_0008320",0,0
"PVP01_0616200",12,100
"PVP01_0604800",16,69
"PVP01_0002810",0,0
"PVP01_1102700",28,151
"PVP01_0822000",1,6
"PVP01_0717700",90,472
"PVP01_1106900",2,15
"PVP01_1012900",24,180
"PVP01_0614900",129,735
"PVP01_1252000",54,213
"PVP01_0306100",24,105
"PVP01_MIT01400",2,5
"PVP01_0825300",15,100
"PVP01_0523400",12,142
"PVP01_0936900",71,395
"PVP01_0920400",8,59
"PVP01_0006880",0,0
"PVP01_0002370",0,0
"PVP01_0121300",0,0
"PVP01_1412900",44,207
"PVP01_1267700",97,318
"PVP01_0116500",27,103
"PVP01_1338800",30,132
"PVP01_0840700",0,0
"PVP01_0947500",0,0
"PVP01_0725200",35,160
"PVP01_0900700",2,5
"PVP01_0730000",0,12
"PVP01_1259000",83,489
"PVP01_0508900",27,164
"PVP01_1001300",33,100
"PVP01_1269000",1,5
"PVP01_0007310",0,0
"PVP01_0001610",0,0
"PVP01_0811100",32,141
"PVP01_1005400",42,170
"PVP01_1253700",2,14
"PVP01_0001170",0,0
"PVP01_0530800",2,13
"PVP01_1311500",1,24
"PVP01_0529500",43,296
"PVP01_1441400",63,361
"PVP01_1035000",0,0
"PVP01_0825100",3,13
"PVP01_0510400",16,45
"PVP01_0809300",14,14
"PVP01_0932500",12,24
"PVP01_1301800",23,71
"PVP01_1418400",0,8
"PVP01_0406600",82,339
"PVP01_1328500",142,688
"PVP01_0001210",0,0
"PVP01_0404300",7,18
"PVP01_0836700",104,502
"PVP01_1420100",24,100
"PVP01_1330500",2,10
"PVP01_0720700",2,24
"PVP01_1417900",202,622
"PVP01_0410900",9,136
"PVP01_1411200",15,49
"PVP01_1309800",33,201
"PVP01_0609300",17,61
"PVP01_1268500",2,5
"PVP01_1274300",0,0
"PVP01_0935400",155,575
"PVP01_1316200",12,86
"PVP01_0704700",61,414
"PVP01_1451400",32,131
"PVP01_1306200",7,37
"PVP01_0830900",54,225
"PVP01_0616300",13,69
"PVP01_1451800",31,99
"PVP01_0913600",3,25
"PVP01_0807000",11,41
"PVP01_0009730",0,0
"PVP01_1244700",24,133
"PVP01_1143800",22,89
"PVP01_1218300",3,26
"PVP01_0945300",0,0
"PVP01_0221800",0,0
"PVP01_0417900",50,300
"PVP01_0609100",339,2159
"PVP01_0008720",0,0
"PVP01_0603500",28,84
"PVP01_1148800",0,0
"PVP01_0937300",43,165
"PVP01_0116000",236,773
"PVP01_1207000",13,38
"PVP01_1144700",1,18
"PVP01_0510100",67,446
"PVP01_0215900",55,266
"PVP01_0704300",14,22
"PVP01_0608300",150,1175
"PVP01_0728500",10,43
"PVP01_1442100",15,46
"PVP01_0007530",0,0
"PVP01_0006720",0,0
"PVP01_0009240",0,0
"PVP01_0529800",139,870
"PVP01_0210700",3,5
"PVP01_1470600",50,445
"PVP01_1023300",15,52
"PVP01_0007870",0,0
"PVP01_1111000",45,73
"PVP01_0004890",0,0
"PVP01_0001690",0,0
"PVP01_1019100",37,118
"PVP01_0203400",178,882
"PVP01_0005500",0,0
"PVP01_1426000",219,1791
"PVP01_1300200",6,8
"PVP01_1314200",267,1237
"PVP01_1436500",28,196
"PVP01_1344400",0,15
"PVP01_0001430",0,0
"PVP01_0621600",161,683
"PVP01_0004750",0,0
"PVP01_1341500",24,110
"PVP01_0615700",24,104
"PVP01_0002200",0,0
"PVP01_1330000",6,12
"PVP01_0935800",3,32
"PVP01_0715100",33,265
"PVP01_0812300",7,41
"PVP01_0708700",106,433
"PVP01_0102600",2,4
"PVP01_0924000",11,41
"PVP01_0509900",11,11
"PVP01_0421800",0,0
"PVP01_0402100",17,90
"PVP01_0833100",4,10
"PVP01_0621700",7,12
"PVP01_1032200",0,0
"PVP01_1346200",26,152
"PVP01_1011700",30,67
"PVP01_0821700",47,250
"PVP01_1301100",1,3
"PVP01_0412800",101,509
"PVP01_0004240",0,0
"PVP01_0502800",27,104
"PVP01_0710000",5,28
"PVP01_0321100",7,21
"PVP01_1211200",29,70
"PVP01_0005180",0,0
"PVP01_0827100",6,66
"PVP01_1400800",3,5
"PVP01_0005170",0,0
"PVP01_1202300",4,17
"PVP01_0710900",21,135
"PVP01_1407200",0,11
"PVP01_1266200",83,341
"PVP01_0502900",18,51
"PVP01_0514100",67,357
"PVP01_0113000",61,404
"PVP01_1222700",19,75
"PVP01_0533300",0,0
"PVP01_1470400",2,11
"PVP01_0811500",3,12
"PVP01_0908500",24,118
"PVP01_0948600",0,0
"PVP01_0005630",0,0
"PVP01_0932200",243,1377
"PVP01_0008660",0,0
"PVP01_0000400",0,0
"PVP01_1301000",4,1
"PVP01_0818200",1,16
"PVP01_1241900",14,59
"PVP01_1024200",78,524
"PVP01_1415600",105,481
"PVP01_0831600",18,177
"PVP01_1321500",2,20
"PVP01_1333800",23,65
"PVP01_0003530",0,0
"PVP01_0008670",0,0
"PVP01_1104900",16,45
"PVP01_0104900",120,547
"PVP01_0003450",0,0
"PVP01_1330700",3,85
"PVP01_1324700",6,55
"PVP01_1033600",0,0
"PVP01_0007500",0,0
"PVP01_1252400",19,121
"PVP01_0319000",22,88
"PVP01_1410300",48,273
"PVP01_1006200",351,1742
"PVP01_1256300",124,503
"PVP01_0010810",0,0
"PVP01_0836100",19,75
"PVP01_0201200",363,1803
"PVP01_0920200",40,143
"PVP01_0002690",0,0
"PVP01_0948800",0,0
"PVP01_0826700",52,338
"PVP01_0010610",0,0
"PVP01_0738900",0,0
"PVP01_0412200",4,4
"PVP01_0410400",4,8
"PVP01_0211300",53,247
"PVP01_1228300",14,82
"PVP01_1346800",0,1
"PVP01_0839100",0,0
"PVP01_0833800",35,79
"PVP01_1343800",76,410
"PVP01_0724300",24,153
"PVP01_0824300",4,39
"PVP01_1347800",0,0
"PVP01_1258400",9,22
"PVP01_0614300",99,748
"PVP01_1129900",13,52
"PVP01_0900500",9,17
"PVP01_1334400",258,1212
"PVP01_0312000",10,30
"PVP01_1019600",84,308
"PVP01_0917800",28,71
"PVP01_1257400",2,13
"PVP01_0001920",0,0
"PVP01_0718600",77,344
"PVP01_0109800",2,7
"PVP01_1401700",5,20
"PVP01_0804300",59,265
"PVP01_0002670",0,0
"PVP01_0705600",7,48
"PVP01_0718400",19,83
"PVP01_0308600",27,89
"PVP01_1261000",0,7
"PVP01_1422800",132,534
"PVP01_1308100",3,3
"PVP01_0406400",14,102
"PVP01_0004710",0,0
"PVP01_1147800",12,58
"PVP01_0009680",0,0
"PVP01_1009300",3,24
"PVP01_1026200",9,15
"PVP01_1308000",17,68
"PVP01_1004000",7,8
"PVP01_0616600",12,83
"PVP01_0520800",2,6
"PVP01_0208100",51,194
"PVP01_1320100",28,199
"PVP01_0010860",0,0
"PVP01_0815100",21,75
"PVP01_0603900",36,101
"PVP01_1215400",1,7
"PVP01_0313900",209,883
"PVP01_1009400",13,60
"PVP01_0208000",12,61
"PVP01_1339800",20,71
"PVP01_0832800",12,47
"PVP01_0612200",3,48
"PVP01_0001080",0,0
"PVP01_1008800",8,50
"PVP01_1337300",76,399
"PVP01_0937500",4,8
"PVP01_1230000",11,67
"PVP01_1020600",4,7
"PVP01_0120100",0,0
"PVP01_0901700",0,14
"PVP01_0003780",0,0
"PVP01_1470900",10,15
"PVP01_0002530",0,0
"PVP01_1126800",21,41
"PVP01_0202500",21,60
"PVP01_1308200",29,157
"PVP01_API03500",0,0
"PVP01_1264100",119,417
"PVP01_0908700",12,31
"PVP01_1110000",4,19
"PVP01_1439600",74,296
"PVP01_1330400",0,2
"PVP01_0926000",2,30
"PVP01_1451500",102,422
"PVP01_0414000",0,225
"PVP01_0010760",0,0
"PVP01_1229400",16,58
"PVP01_0009850",0,0
"PVP01_1311000",174,1105
"PVP01_0840900",0,0
"PVP01_0946900",0,0
"PVP01_1307700",1,1
"PVP01_1123300",3,3
"PVP01_0913800",426,1984
"PVP01_1310900",179,1400
"PVP01_0007550",0,0
"PVP01_1104300",79,431
"PVP01_1224400",3,7
"PVP01_0001740",0,0
"PVP01_0006000",0,0
"PVP01_0006810",0,0
"PVP01_0822500",63,299
"PVP01_0703700",304,1116
"PVP01_0006600",0,0
"PVP01_0805200",151,800
"PVP01_1405400",3,9
"PVP01_0929400",30,97
"PVP01_1262100",1,1
"PVP01_0000830",0,0
"PVP01_0204000",13,40
"PVP01_0920800",3,32
"PVP01_1433100",18,134
"PVP01_0220100",0,0
"PVP01_0111300",10,77
"PVP01_1274700",0,0
"PVP01_1231700",23,54
"PVP01_1111700",40,112
"PVP01_0003860",0,0
"PVP01_1110400",3,11
"PVP01_0600400",20,77
"PVP01_1237500",11,53
"PVP01_0520600",132,1018
"PVP01_1443000",15,52
"PVP01_1329600",11053,87730
"PVP01_0304100",3,10
"PVP01_0010680",0,0
"PVP01_1230700",6,42
"PVP01_1112800",52,77
"PVP01_0005090",0,0
"PVP01_1012500",2,7
"PVP01_1108900",81,426
"PVP01_1306300",84,310
"PVP01_1209900",204,834
"PVP01_0613000",26,94
"PVP01_0946700",0,0
"PVP01_1304100",371,1303
"PVP01_0308200",12,76
"PVP01_0805500",23,130
"PVP01_1011300",55,413
"PVP01_0211100",46,164
"PVP01_0424500",0,0
"PVP01_1463600",9,57
"PVP01_1017300",218,3038
"PVP01_0716400",8,42
"PVP01_0709100",9,82
"PVP01_1263500",95,316
"PVP01_1100500",11,24
"PVP01_0402400",105,526
"PVP01_1411500",8,32
"PVP01_0736100",0,0
"PVP01_API05400",0,0
"PVP01_0011020",0,0
"PVP01_1409700",24,86
"PVP01_1203400",0,0
"PVP01_0913000",15,50
"PVP01_1237100",20,131
"PVP01_1411700",2,6
"PVP01_1409900",158,1444
"PVP01_0800900",9,21
"PVP01_1035800",0,0
"PVP01_1031100",2,26
"PVP01_0901300",4,74
"PVP01_0000560",0,0
"PVP01_1005100",4,22
"PVP01_0739200",0,0
"PVP01_0725500",0,6
"PVP01_1119800",390,2047
"PVP01_0921700",18,180
"PVP01_1132200",32,141
"PVP01_1240500",15,30
"PVP01_0101800",95,253
"PVP01_1221900",34,216
"PVP01_0003220",0,0
"PVP01_0005220",0,0
"PVP01_1015100",51,356
"PVP01_1206200",19,58
"PVP01_1224100",10,22
"PVP01_0318500",3,16
"PVP01_0502300",4,12
"PVP01_1434400",19,116
"PVP01_0007100",0,0
"PVP01_1441000",37,233
"PVP01_0006470",0,0
"PVP01_1452400",10,54
"PVP01_API02000",0,0
"PVP01_0008480",0,0
"PVP01_0314700",27,122
"PVP01_1030100",43,238
"PVP01_1207300",47,157
"PVP01_0403700",66,314
"PVP01_1008100",25,143
"PVP01_0934400",3,40
"PVP01_0533200",0,0
"PVP01_0006800",0,0
"PVP01_0940700",35,191
"PVP01_1247300",32,127
"PVP01_0000260",0,0
"PVP01_1240300",2,13
"PVP01_0905500",47,219
"PVP01_MIT01700",0,0
"PVP01_1410500",21,77
"PVP01_1205200",0,11
"PVP01_1400200",14,36
"PVP01_0003840",0,0
"PVP01_1272600",0,0
"PVP01_1432100",63,368
"PVP01_1145000",24,94
"PVP01_1420500",37,186
"PVP01_1401600",9,42
"PVP01_0006980",0,0
"PVP01_0408300",40,229
"PVP01_1001900",47,249
"PVP01_0005310",0,0
"PVP01_0729400",274,1472
"PVP01_0613700",7,40
"PVP01_1450600",1,13
"PVP01_0001420",0,0
"PVP01_0002570",0,0
"PVP01_1248400",78,357
"PVP01_API05100",0,0
"PVP01_0005130",0,0
"PVP01_1237400",2,16
"PVP01_1426100",2,6
"PVP01_0902200",56,343
